Accession	Geographic Location	Geographic Region	Completeness	Length	Virus Pangolin Classification	Isolate Collection date
PP518978.1	South Africa	Africa	PARTIAL	29825	B.1.351	2020-12-24
PP518977.1	South Africa	Africa	PARTIAL	29841	B.1.351	2020-12-24
PP518976.1	South Africa	Africa	PARTIAL	29858	B.1.351	2020-12-23
PP518975.1	South Africa	Africa	PARTIAL	29814	B.1.351	2020-12-22
PP518974.1	South Africa	Africa	PARTIAL	29814	B.1.351	2020-12-22
PP518973.1	South Africa	Africa	PARTIAL	29815	B.1.351	2020-12-22
PP518972.1	South Africa	Africa	COMPLETE	29838	B.1.351	2020-12-21
PP518970.1	South Africa	Africa	PARTIAL	29809	B.1.351	2020-12-21
PP518969.1	South Africa	Africa	PARTIAL	29823	B.1.351	2020-12-21
PP518968.1	South Africa	Africa	PARTIAL	29822	B.1.351	2020-12-21
PP518967.1	South Africa	Africa	PARTIAL	29816	B.1.351	2020-12-21
PP518966.1	South Africa	Africa	PARTIAL	29859	B.1.351	2020-12-18
PP518965.1	South Africa	Africa	PARTIAL	29858	B.1.351	2020-12-15
PP518964.1	South Africa	Africa	PARTIAL	29813	B.1.351	2020-12-14
PP518963.1	South Africa	Africa	PARTIAL	29823	B.1.351	2020-12-13
PP518962.1	South Africa	Africa	PARTIAL	29842	B.1.351	2020-12-12
PP518961.1	South Africa	Africa	PARTIAL	29825	B.1.351	2020-12-09
PP518960.1	South Africa	Africa	COMPLETE	29819	B.1.351	2020-12-09
PP518959.1	South Africa	Africa	PARTIAL	29812	B.1.351	2020-12-07
PP518958.1	South Africa	Africa	PARTIAL	29831	B.1.351	2020-12-03
PP518957.1	South Africa	Africa	PARTIAL	29814	B.1.351	2020-12-02
PP518956.1	South Africa	Africa	PARTIAL	29827	B.1.351	2020-12-01
PP518955.1	South Africa	Africa	PARTIAL	29815	B.1.351	2020-11-30
PP518954.1	South Africa	Africa	PARTIAL	29833	B.1.351	2020-11-30
PP518953.1	South Africa	Africa	PARTIAL	29809	B.1.351	2020-11-30
PP518952.1	South Africa	Africa	PARTIAL	29828	B.1.351	2020-11-29
PP518950.1	South Africa	Africa	PARTIAL	29810	B.1.351	2020-11-07
PP518949.1	South Africa	Africa	PARTIAL	29826	B.1.351	2020-11-06
PP518948.1	South Africa	Africa	PARTIAL	29824	B.1.351	2020-11-06
PP518947.1	South Africa	Africa	COMPLETE	29810	B.1.351	2020-11-06
PP518946.1	South Africa	Africa	PARTIAL	29816	B.1.351	2020-11-05
PP518945.1	South Africa	Africa	PARTIAL	29812	B.1.351	2020-11-05
PP518943.1	South Africa	Africa	PARTIAL	29815	B.1.351	2020-11-04
PP518942.1	South Africa	Africa	PARTIAL	29812	B.1.351	2020-11-04
PP518941.1	South Africa	Africa	PARTIAL	29863	B.1.351	2020-11-03
PP518940.1	South Africa	Africa	PARTIAL	29819	B.1.351	2020-10-29
PP518939.1	South Africa	Africa	PARTIAL	29817	B.1.351	2020-10-26
PP518934.1	South Africa	Africa	COMPLETE	29804	B.1.351	2020-12-23
PP518933.1	South Africa	Africa	COMPLETE	29801	B.1.351	2020-12-22
PP518932.1	South Africa	Africa	COMPLETE	29801	B.1.351	2020-12-22
PP518931.1	South Africa	Africa	COMPLETE	29816	B.1.351	2020-12-22
PP518930.1	South Africa	Africa	COMPLETE	29837	B.1.351	2020-12-21
PP518929.1	South Africa	Africa	COMPLETE	29801	B.1.351	2020-12-07
PP518928.1	South Africa	Africa	COMPLETE	29813	B.1.351	2020-12-07
PP518927.1	South Africa	Africa	PARTIAL	29856	B.1.351	2020-12-30
PP518926.1	South Africa	Africa	PARTIAL	29837	B.1.351	2020-12-26
PP518925.1	South Africa	Africa	PARTIAL	29837	B.1.351	2020-12-21
PP518920.1	South Africa	Africa	PARTIAL	29814	B.1.351	2020-12-04
PP518874.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-01-12
PP518873.1	South Africa	Africa	PARTIAL	29799	B.1.351	2020-12-30
PP518872.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-02-05
PP518871.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-01-22
PP518870.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-01-12
PP518869.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-02-23
PP518868.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-02-25
PP518867.1	South Africa	Africa	PARTIAL	29800	B.1.351	2021-02-18
PP518866.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-01-12
PP518865.1	South Africa	Africa	PARTIAL	29832	B.1.351	2021-02-18
PP518864.1	South Africa	Africa	PARTIAL	29805	B.1.351	2021-01-04
PP518863.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-02-16
PP518862.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-02-18
PP518861.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-01-18
PP518860.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-02-15
PP518859.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-01-11
PP518858.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-02-11
PP518857.1	South Africa	Africa	PARTIAL	29806	B.1.351	2021-01-22
PP518856.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-02-02
PP518855.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-02-12
PP518854.1	South Africa	Africa	PARTIAL	29837	B.1.351	2020-12-31
PP518853.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-02-02
PP518852.1	South Africa	Africa	PARTIAL	29808	B.1.351	2021-02-10
PP518851.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-01-26
PP518850.1	South Africa	Africa	PARTIAL	29804	B.1.351	2021-02-09
PP518849.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-02-08
PP518848.1	South Africa	Africa	PARTIAL	29797	B.1.351	2020-12-29
PP518847.1	South Africa	Africa	PARTIAL	29852	B.1.351	2020-12-21
PP518846.1	South Africa	Africa	PARTIAL	29795	B.1.351	2020-12-17
PP518845.1	South Africa	Africa	PARTIAL	29797	B.1.351	2020-12-28
PP518844.1	South Africa	Africa	PARTIAL	29800	B.1.351	2020-11-29
PP518843.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-02-23
PP518842.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-01-26
PP518841.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-01-26
PP518840.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-01-20
PP518839.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-01-19
PP518838.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-01-02
PP518837.1	South Africa	Africa	PARTIAL	29797	B.1.351	2020-12-17
PP518836.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-01-05
PP518824.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-02-08
PP518823.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-02-09
PP518822.1	South Africa	Africa	PARTIAL	29800	B.1.351	2021-02-09
PP518821.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-02-11
PP518820.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-02-12
PP518819.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-02-12
PP518818.1	South Africa	Africa	PARTIAL	29799	B.1.351	2021-02-12
PP518817.1	South Africa	Africa	PARTIAL	29801	B.1.351	2021-02-08
PP518816.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-02-08
PP518815.1	South Africa	Africa	PARTIAL	29828	B.1.351	2021-02-09
PP518814.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-02-15
PP518813.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-02-15
PP518812.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-03-02
PP518811.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-02-19
PP518810.1	South Africa	Africa	PARTIAL	29788	B.1.351	2021-03-02
PP518809.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-02-25
PP518808.1	South Africa	Africa	PARTIAL	29799	B.1.351	2021-03-04
PP518807.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-02-24
PP518806.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-03-02
PP518805.1	South Africa	Africa	PARTIAL	29846	B.1.351	2021-02-20
PP518804.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-02-23
PP518803.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-02-23
PP518802.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-03-04
PP518801.1	South Africa	Africa	PARTIAL	29803	B.1.351	2021-03-01
PP518800.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-02-25
PP518799.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-02-22
PP518798.1	South Africa	Africa	PARTIAL	29846	B.1.351	2021-02-23
PP518797.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-02-26
PP518796.1	South Africa	Africa	COMPLETE	29805	B.1.351	2021-02-16
PP518795.1	South Africa	Africa	PARTIAL	29853	B.1.351	2021-03-01
PP518794.1	South Africa	Africa	PARTIAL	29794	B.1.351	2020-11-28
PP518793.1	South Africa	Africa	PARTIAL	29842	B.1.351	2020-11-29
PP518792.1	South Africa	Africa	PARTIAL	29797	B.1.351	2020-12-16
PP518791.1	South Africa	Africa	PARTIAL	29792	B.1.351	2020-12-17
PP518789.1	South Africa	Africa	PARTIAL	29847	B.1.351	2020-12-18
PP518788.1	South Africa	Africa	PARTIAL	29769	B.1.351	2020-12-16
PP518787.1	South Africa	Africa	PARTIAL	29795	B.1.351	2020-12-19
PP518786.1	South Africa	Africa	PARTIAL	29796	B.1.351	2020-12-21
PP518784.1	South Africa	Africa	PARTIAL	29795	B.1.351	2020-12-24
PP518783.1	South Africa	Africa	PARTIAL	29796	B.1.351	2020-12-24
PP518782.1	South Africa	Africa	PARTIAL	29797	B.1.351	2020-12-22
PP518781.1	South Africa	Africa	PARTIAL	29798	B.1.351	2020-12-21
PP518780.1	South Africa	Africa	PARTIAL	29798	B.1.351	2020-12-22
PP518778.1	South Africa	Africa	PARTIAL	29794	B.1.351	2020-12-24
PP518777.1	South Africa	Africa	PARTIAL	29858	B.1.351	2020-12-22
PP518776.1	South Africa	Africa	PARTIAL	29806	B.1.351	2020-12-23
PP518775.1	South Africa	Africa	PARTIAL	29856	B.1.351	2020-12-21
PP518774.1	South Africa	Africa	PARTIAL	29794	B.1.351	2020-12-25
PP518773.1	South Africa	Africa	PARTIAL	29797	B.1.351	2020-12-24
PP518772.1	South Africa	Africa	PARTIAL	29797	B.1.351	2020-12-21
PP518771.1	South Africa	Africa	PARTIAL	29795	B.1.351	2020-12-23
PP518770.1	South Africa	Africa	PARTIAL	29797	B.1.351	2020-12-23
PP518769.1	South Africa	Africa	PARTIAL	29797	B.1.351	2020-12-18
PP518768.1	South Africa	Africa	PARTIAL	29798	B.1.351	2020-12-26
PP518767.1	South Africa	Africa	PARTIAL	29798	B.1.351	2020-12-28
PP518766.1	South Africa	Africa	PARTIAL	29801	B.1.351	2020-12-31
PP518765.1	South Africa	Africa	PARTIAL	29795	B.1.351	2020-12-30
PP518764.1	South Africa	Africa	PARTIAL	29847	B.1.351	2020-12-26
PP518763.1	South Africa	Africa	PARTIAL	29799	B.1.351	2020-12-27
PP518762.1	South Africa	Africa	PARTIAL	29797	B.1.351	2020-12-31
PP518761.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-01-02
PP518760.1	South Africa	Africa	PARTIAL	29780	B.1.351	2020-12-31
PP518759.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-02-01
PP518758.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-02-01
PP518757.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-02-02
PP518756.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-02-05
PP518755.1	South Africa	Africa	PARTIAL	29846	B.1.351	2021-02-03
PP518754.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-01-21
PP518753.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-01-13
PP518752.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-01-20
PP518751.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-01-10
PP518750.1	South Africa	Africa	PARTIAL	29807	B.1.351	2021-01-18
PP518749.1	South Africa	Africa	PARTIAL	29806	B.1.351	2021-01-05
PP518748.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-01-13
PP518747.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-01-15
PP518746.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-01-13
PP518745.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-01-14
PP518744.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-01-11
PP518743.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-01-19
PP518742.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-01-19
PP518741.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-01-20
PP518740.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-01-18
PP518739.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-01-18
PP518738.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-01-05
PP518737.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-01-04
PP518736.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-01-04
PP518735.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-01-06
PP518734.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-01-04
PP518733.1	South Africa	Africa	PARTIAL	29800	B.1.351	2021-01-04
PP518732.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-01-05
PP518731.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-01-06
PP518730.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-01-06
PP518729.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-01-06
PP518728.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-01-05
PP518727.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-01-05
PP518726.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-01-04
PP518725.1	South Africa	Africa	PARTIAL	29805	B.1.351	2021-01-27
PP518724.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-01-25
PP518723.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-01-23
PP518722.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-01-15
PP518721.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-01-19
PP518720.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-01-20
PP518719.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-01-22
PP518718.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-01-19
PP518717.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-01-22
PP518716.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-01-17
PP518715.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-01-21
PP518714.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-01-22
PP518713.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-01-25
PP518712.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-01-25
PP518711.1	South Africa	Africa	PARTIAL	29796	B.1.351	2021-01-26
PP518710.1	South Africa	Africa	PARTIAL	29796	B.1.351	2021-01-13
PP518709.1	South Africa	Africa	PARTIAL	29792	B.1.351	2021-01-27
PP518708.1	South Africa	Africa	PARTIAL	29783	B.1.351	2021-01-22
PP518707.1	South Africa	Africa	PARTIAL	29829	B.1.351	2021-01-04
PP518706.1	South Africa	Africa	PARTIAL	29773	B.1.351	2021-01-28
PP518704.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-02-02
PP518703.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-02-03
PP518702.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-03-08
PP518701.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-03-08
PP518700.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-03-17
PP518699.1	South Africa	Africa	PARTIAL	29874	B.1.351	2021-03-03
PP518698.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-03-17
PP518697.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-02-19
PP518696.1	South Africa	Africa	PARTIAL	29794	B.1.351	2021-03-08
PP518695.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-03-15
PP518694.1	South Africa	Africa	PARTIAL	29797	B.1.351	2020-12-02
PP518693.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-03-15
PP518692.1	South Africa	Africa	PARTIAL	29796	B.1.351	2021-03-17
PP518691.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-03-08
PP518690.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-03-05
PP518689.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-02-17
PP518688.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-03-19
PP518687.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-03-09
PP518686.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-03-23
PP518685.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-03-11
PP518684.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-03-17
PP518683.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-01-14
PP518682.1	South Africa	Africa	PARTIAL	29794	B.1.351	2021-03-08
PP518681.1	South Africa	Africa	PARTIAL	29798	B.1.351	2020-12-29
PP518680.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-02-23
PP518679.1	South Africa	Africa	PARTIAL	29846	B.1.351	2021-02-15
PP518678.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-02-22
PP518677.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-03-04
PP518676.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-02-08
PP518675.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-02-15
PP518674.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-03-08
PP518671.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-03-22
PP518670.1	South Africa	Africa	PARTIAL	29799	B.1.351	2021-03-23
PP518669.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-03-25
PP518668.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-03-25
PP518667.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-02-15
PP518666.1	South Africa	Africa	PARTIAL	29630	B.1.351	2021-02-22
PP518665.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-03-08
PP518664.1	South Africa	Africa	PARTIAL	29839	B.1.351	2021-03-17
PP518663.1	South Africa	Africa	PARTIAL	29807	B.1.351	2021-03-08
PP518662.1	South Africa	Africa	PARTIAL	29806	B.1.351	2021-03-08
PP518661.1	South Africa	Africa	PARTIAL	29856	B.1.351	2021-03-08
PP518659.1	South Africa	Africa	PARTIAL	29843	B.1.351	2021-03-09
PP518658.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-03-08
PP518657.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-03-11
PP518656.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-03-02
PP518655.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-03-01
PP518654.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-03-04
PP518653.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-02-19
PP518652.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-03-08
PP518651.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-03-10
PP518650.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-02-25
PP518649.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-03-02
PP518648.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-03-05
PP518647.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-03-01
PP518646.1	South Africa	Africa	PARTIAL	29795	B.1.351	2021-02-16
PP518645.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-03-10
PP518644.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-03-17
PP518643.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-03-06
PP518642.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-03-08
PP518641.1	South Africa	Africa	PARTIAL	29847	B.1.351	2021-03-14
PP518640.1	South Africa	Africa	PARTIAL	29801	B.1.351	2021-03-15
PP518639.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-03-15
PP518638.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-03-20
PP518637.1	South Africa	Africa	PARTIAL	29797	B.1.351	2021-03-20
PP518636.1	South Africa	Africa	PARTIAL	29800	B.1.351	2021-03-23
PP518635.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-03-23
PP518634.1	South Africa	Africa	PARTIAL	29796	B.1.351	2021-03-24
PP518633.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-03-25
PP518632.1	South Africa	Africa	PARTIAL	29798	B.1.351	2021-03-25
PP518631.1	South Africa	Africa	PARTIAL	29773	B.1.351	2020-11-23
PP518625.1	South Africa	Africa	PARTIAL	29807	B.1.351	2020-10-12
PP518624.1	South Africa	Africa	PARTIAL	29807	B.1.351	2020-11-03
PP518610.1	South Africa	Africa	PARTIAL	29806	B.1.351	2020-10-29
PP518608.1	South Africa	Africa	PARTIAL	29798	B.1.351	2020-11-06
PP518605.1	South Africa	Africa	PARTIAL	29796	B.1.351	2020-11-30
PP518604.1	South Africa	Africa	PARTIAL	29805	B.1.351	2020-11-30
PP518603.1	South Africa	Africa	PARTIAL	29798	B.1.351	2020-11-30
PP518602.1	South Africa	Africa	PARTIAL	29798	B.1.351	2020-12-01
PP518601.1	South Africa	Africa	PARTIAL	29798	B.1.351	2020-12-01
PP518600.1	South Africa	Africa	PARTIAL	29847	B.1.351	2020-12-02
PP518599.1	South Africa	Africa	PARTIAL	29798	B.1.351	2020-12-07
PP518598.1	South Africa	Africa	PARTIAL	29796	B.1.351	2020-12-14
PP518597.1	South Africa	Africa	PARTIAL	29847	B.1.351	2020-12-17
PP518596.1	South Africa	Africa	PARTIAL	29798	B.1.351	2020-12-18
PP518594.1	South Africa	Africa	PARTIAL	29798	B.1.351	2020-12-23
PP518593.1	South Africa	Africa	PARTIAL	29847	B.1.351	2020-12-20
PP518592.1	South Africa	Africa	PARTIAL	29847	B.1.351	2020-12-26
OR939648.1	South Africa	Africa	PARTIAL	29764	B.1.351	2021-05-20
OR939646.1	South Africa	Africa	COMPLETE	29798	B.1.351	2021-05-06
OR939591.1	South Africa	Africa	PARTIAL	29764	B.1.351	2021-04-20
OR939446.1	South Africa	Africa	PARTIAL	29764	B.1.351	2021-04-13
OR939365.1	South Africa	Africa	PARTIAL	29764	B.1.351	2021-03-12
OR939364.1	South Africa	Africa	PARTIAL	29764	B.1.351	2021-04-06
OR939249.1	South Africa	Africa	PARTIAL	29771	B.1.351	2021-07-08
OR939248.1	South Africa	Africa	COMPLETE	29786	B.1.351	2021-06-29
OR936848.1	South Africa	Africa	COMPLETE	29735	B.1.351	2021-05-24
OR936774.1	South Africa	Africa	COMPLETE	29816	B.1.351	2021-04-23
OR936719.1	South Africa	Africa	PARTIAL	29840	B.1.351	2020-11-16
OQ826143.1	South Africa: Western Cape	Africa	COMPLETE	29758	B.1.351	2020-12-29
OQ826142.1	South Africa: Western Cape	Africa	COMPLETE	29758	B.1.351	2020-12-29
OQ826141.1	South Africa: Western Cape	Africa	PARTIAL	29758	B.1.351	2020-12-17
OQ826140.1	South Africa: Western Cape	Africa	PARTIAL	29758	B.1.351	2020-12-12
OQ788187.1	Kenya: Kenya	Africa	PARTIAL	29696	B.1.351	2021-05-06
OQ691554.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-06-12
OQ691550.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-06-17
OQ691548.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-06-17
OQ691547.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-06-17
OQ691546.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-06-11
OQ691545.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-06-15
OQ691540.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-06-10
OQ691520.1	South Africa	Africa	PARTIAL	29522	B.1.351	2020-12-27
OQ691519.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-06-15
OQ691518.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-02-03
OQ691509.1	South Africa	Africa	PARTIAL	29444	B.1.351	2020-12-30
OQ691503.1	South Africa	Africa	PARTIAL	29508	B.1.351	2021-06-19
OQ691417.1	South Africa	Africa	PARTIAL	29522	B.1.351	2020-12-14
OQ691343.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-04-14
OQ691216.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-05-25
OQ691210.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-06-17
OQ691207.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-06-14
OQ691204.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-06-17
OQ691051.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-05-20
OQ691050.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-05-20
OQ691049.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-05-17
OQ691048.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-05-12
OQ691047.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-01-02
OQ691046.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-05-10
OQ690984.1	South Africa	Africa	PARTIAL	29522	B.1.351	2020-12-03
OQ690972.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-02-05
OQ690859.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-01-15
OQ690858.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-01-08
OQ690857.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-01-15
OQ690856.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-01-06
OQ690855.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-01-11
OQ690854.1	South Africa	Africa	PARTIAL	29522	B.1.351	2020-12-21
OQ690853.1	South Africa	Africa	PARTIAL	29522	B.1.351	2020-12-29
OQ690852.1	South Africa	Africa	PARTIAL	29522	B.1.351	2020-12-17
OQ690851.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-01-15
OQ690771.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-01-02
OQ690770.1	South Africa	Africa	PARTIAL	29522	B.1.351	2020-12-31
OQ690551.1	South Africa	Africa	PARTIAL	29522	B.1.351	2021-02-17
